keyGenRSA(1024),keyGenRSA(2048),keyGenRSA(3072)
0.00036440000000004247,0.0005635999999999974,0.0008969999999999811
0.0003727000000000036,0.0009408000000000194,0.0009265999999999996
0.0009259999999999824,0.0009268000000000054,0.0009252000000000149
0.0006324999999999803,0.0009004999999999708,0.0009037000000000073
0.0006375000000000131,0.0009017000000000053,0.0008980999999999573
0.0006857999999999587,0.0008994999999999975,0.0009005000000000263
0.0007419999999999649,0.0008987999999999774,0.0009164000000000394
0.0008977000000000013,0.0009029999999999871,0.0008837999999999901
0.0003646999999999956,0.0005748999999999893,0.0008988999999999803
0.00037560000000003146,0.0008576999999999613,0.0003666999999999976
0.0004101999999999717,0.00036450000000004534,0.000758700000000001
0.0008993999999999946,0.0008998000000000062,0.0009024999999999728
0.00036449999999998983,0.0004238999999999771,0.0009070000000000467
0.00036530000000001284,0.0007718000000000447,0.0009007999999999794
0.0008594999999999575,0.0009009999999999851,0.0009063000000000265
0.00036449999999998983,0.0004853999999999692,0.0009008999999999823
0.000902299999999967,0.0009296999999999778,0.0009024999999999728
0.0005995999999999779,0.0009003999999999679,0.000900299999999965
0.0005384999999999973,0.000944699999999965,0.000907099999999994
